   0.17465,   0.11000,   0.22025,   0.00949,   0.00563,   0.27044,   0.00867,   0.18495,   0.00742,   0.16576,   0.01960,   0.01020,   0.09343,   0.13794,   0.11004,   0.35411,   0.13838,   0.11025,   0.00797,   0.19771,   0.32547,   0.23869,   0.13701,   0.22157,   0.00672,   0.28790,   0.30497
   0.18833,   0.05966,   0.20865,   0.00069,   0.00053,   0.74724,   0.00028,   0.12431,   0.01196,   0.10060,   0.04181,   0.00050,   0.11782,   0.04482,   0.05965,   0.69416,   0.04507,   0.05965,   0.00044,   0.12196,   0.43755,   0.70476,   0.21121,   0.70952,   0.00076,   0.23464,   0.10775
   0.09411,   0.76861,   0.14934,   0.00051,   0.00017,   0.64898,   0.00028,   0.11401,   0.00056,   0.07412,   0.04100,   0.00018,   0.03768,   0.11717,   0.74565,   0.68732,   0.11870,   0.74675,   0.00032,   0.66609,   0.25608,   0.50588,   0.78521,   0.40319,   0.11383,   0.13992,   0.08118
   0.20344,   0.01952,   0.17996,   0.00099,   0.00057,   0.23036,   0.00036,   0.13306,   0.00162,   0.10638,   0.03935,   0.00035,   0.02382,   0.03214,   0.01903,   0.74281,   0.03245,   0.01896,   0.00053,   0.08530,   0.47504,   0.20027,   0.14213,   0.21863,   0.00046,   0.22206,   0.13455
   0.19354,   0.01098,   0.14177,   0.00011,   0.00009,   0.22807,   0.00003,   0.09325,   0.01425,   0.59931,   0.04170,   0.00009,   0.02952,   0.03836,   0.01068,   0.36367,   0.03853,   0.01098,   0.00003,   0.04722,   0.49842,   0.18934,   0.03346,   0.18365,   0.00006,   0.19581,   0.73246
   0.06242,   0.70794,   0.13099,   0.00026,   0.00005,   0.78042,   0.00009,   0.09952,   0.01503,   0.13305,   0.04293,   0.00015,   0.01749,   0.08131,   0.68902,   0.71624,   0.08209,   0.69148,   0.00011,   0.57457,   0.23226,   0.75810,   0.72393,   0.73286,   0.11172,   0.11042,   0.11163
   0.07027,   0.10615,   0.23597,   0.00181,   0.00091,   0.30818,   0.00108,   0.50821,   0.06394,   0.12299,   0.07271,   0.00047,   0.04457,   0.11839,   0.10725,   0.68958,   0.12128,   0.10707,   0.00116,   0.08665,   0.19103,   0.28387,   0.22833,   0.27759,   0.00128,   0.11095,   0.08108
   0.11802,   0.16966,   0.21862,   0.00192,   0.00165,   0.27325,   0.00175,   0.48634,   0.06025,   0.10920,   0.07814,   0.00141,   0.05175,   0.17800,   0.17506,   0.73570,   0.17392,   0.17065,   0.00153,   0.49861,   0.23964,   0.23836,   0.29017,   0.23393,   0.00148,   0.12922,   0.16804
   0.20023,   0.13690,   0.15127,   0.00323,   0.00310,   0.34718,   0.00287,   0.21030,   0.00326,   0.10888,   0.00828,   0.00267,   0.08427,   0.57735,   0.16966,   0.33106,   0.57977,   0.15735,   0.00280,   0.17558,   0.33676,   0.28179,   0.19400,   0.27545,   0.00386,   0.22861,   0.19286
   0.17168,   0.09542,   0.26562,   0.00086,   0.00058,   0.34811,   0.00061,   0.13639,   0.04157,   0.08708,   0.10804,   0.00328,   0.29866,   0.03963,   0.09504,   0.70391,   0.04012,   0.09438,   0.00065,   0.09335,   0.25158,   0.34492,   0.24758,   0.29601,   0.00091,   0.21083,   0.09547
   0.13859,   0.72991,   0.44750,   0.00813,   0.00209,   0.34531,   0.00583,   0.20942,   0.03477,   0.14868,   0.08919,   0.00493,   0.12565,   0.12714,   0.68641,   0.46865,   0.14477,   0.70206,   0.00498,   0.19523,   0.28947,   0.32537,   0.76297,   0.30800,   0.02365,   0.17891,   0.20060
   0.07587,   0.00890,   0.14440,   0.00091,   0.00095,   0.69925,   0.00029,   0.12707,   0.00072,   0.12236,   0.00474,   0.00087,   0.04614,   0.01936,   0.00871,   0.33001,   0.01945,   0.00885,   0.00020,   0.06743,   0.17452,   0.68748,   0.07061,   0.45850,   0.00243,   0.11262,   0.15731
   0.08400,   0.05124,   0.13342,   0.00017,   0.00013,   0.75795,   0.00007,   0.10193,   0.02867,   0.14559,   0.04650,   0.00028,   0.02270,   0.01270,   0.05084,   0.64000,   0.01281,   0.05103,   0.00008,   0.07799,   0.17456,   0.73266,   0.08776,   0.70284,   0.00017,   0.10381,   0.59784
   0.04586,   0.03433,   0.14353,   0.00010,   0.00012,   0.79279,   0.00002,   0.15694,   0.01299,   0.11864,   0.03936,   0.00027,   0.04577,   0.01556,   0.03394,   0.65671,   0.01611,   0.03466,   0.00002,   0.06808,   0.17712,   0.73329,   0.10892,   0.69565,   0.00016,   0.10861,   0.08016
   0.19032,   0.71775,   0.44883,   0.00027,   0.00007,   0.73172,   0.00024,   0.17854,   0.05920,   0.11383,   0.07617,   0.00019,   0.09913,   0.66739,   0.70508,   0.66858,   0.67524,   0.71685,   0.00029,   0.31580,   0.36390,   0.70620,   0.71524,   0.69298,   0.11856,   0.24840,   0.54821
   0.09399,   0.12831,   0.27366,   0.01420,   0.00121,   0.23458,   0.00218,   0.58862,   0.06380,   0.13661,   0.07743,   0.00063,   0.05043,   0.05255,   0.12826,   0.70848,   0.05384,   0.12854,   0.00156,   0.08805,   0.18353,   0.22590,   0.20712,   0.22172,   0.00248,   0.12817,   0.12070
