1,0.022927532,0.050537446,0.036770191,0.035379497,0.064035464,0.051717345,0.034757983,0.025353061,0.050464854,0.077098734,0.031357689,0.043548868,0.116329198,0.032838629,0.02224153,0.149656611,0.028471761,0.038078588,0.022935386,0.406158121,0.067742958,0.02123996,0.035134066,0.005433974,0.371368304,0.045581808
0.022927532,1,0.09256823,0.056111418,0.045334511,0.110696963,0.030442835,0.098527615,0.07752243,0.044657326,0.02833312,0.080861831,0.075115084,0.060103271,0.791496609,0.13232516,0.052446746,0.751041387,0.071272645,0.20628891,0.004224201,0.085854049,0.627235488,0.10866981,0.211729595,0.012988981,0.082058092
0.050537446,0.09256823,1,0.121503217,0.095165472,0.224855565,0.072084353,0.294235769,0.219055744,0.256830018,0.147679466,0.103180992,0.09216614,0.028015118,0.106074385,0.256708351,0.013337916,0.087027013,0.090320233,0.199139609,0.026779369,0.239137156,0.090207536,0.226933631,0.16631363,0.041918816,0.268175851
0.036770191,0.056111418,0.121503217,1,0.278383338,0.157270896,0.211881528,0.139775757,0.132030468,0.118397702,0.111866595,0.143286081,0.107183464,0.032936522,0.058101122,0.075829564,0.030199417,0.063795567,0.121877572,0.135698857,0.037857708,0.161885306,0.055989983,0.163169503,0.094049465,0.02731849,0.149241539
0.035379497,0.045334511,0.095165472,0.278383338,1,0.122094624,0.172229842,0.099816005,0.110733956,0.095878006,0.079673403,0.125476317,0.076350671,0.022598333,0.045399351,0.06264298,0.018924244,0.05098497,0.097248616,0.100557455,0.027229348,0.126229405,0.048345605,0.131079732,0.062857761,0.022764184,0.13406827
0.064035464,0.110696963,0.224855565,0.157270896,0.122094624,1,0.141342116,0.203181463,0.159180371,0.198115869,0.116020832,0.204224997,0.217804164,0.020320443,0.12510704,0.191304326,0.015341165,0.113393394,0.135077478,0.219326051,0.021706548,0.77995921,0.113967472,0.65537373,0.158568794,0.056370402,0.199956802
0.051717345,0.030442835,0.072084353,0.211881528,0.172229842,0.141342116,1,0.078514276,0.093436495,0.107498385,0.136898677,0.156666211,0.1270986,0.089568849,0.031002356,0.036111496,0.074152001,0.02882074,0.130997156,0.079430156,0.054631385,0.155505737,0.029648526,0.13785646,0.045638436,0.036800747,0.123938258
0.034757983,0.098527615,0.294235769,0.139775757,0.099816005,0.203181463,0.078514276,1,0.154108445,0.209860648,0.13182014,0.133680931,0.128987107,0.015896201,0.102200484,0.252471789,0.013060939,0.088253843,0.103070655,0.176166669,0.031251437,0.19353045,0.097051048,0.208926589,0.164717068,0.02670255,0.24265932
0.025353061,0.07752243,0.219055744,0.132030468,0.110733956,0.159180371,0.093436495,0.154108445,1,0.228803049,0.071782264,0.092508976,0.068465032,0.015006418,0.07561681,0.149636439,0.013283665,0.06774669,0.07577351,0.1727434,0.02314979,0.162267632,0.068307629,0.169145473,0.149133592,0.010394657,0.186843911
0.050464854,0.044657326,0.256830018,0.118397702,0.095878006,0.198115869,0.107498385,0.209860648,0.228803049,1,0.162236072,0.105983444,0.096521916,0.038646803,0.055270481,0.163982556,0.032119142,0.041282176,0.100579345,0.150295219,0.050081304,0.21357157,0.051008389,0.205928171,0.103858796,0.037187564,0.248632429
0.077098734,0.02833312,0.147679466,0.111866595,0.079673403,0.116020832,0.136898677,0.13182014,0.071782264,0.162236072,1,0.115930319,0.203080841,0.099011784,0.030844596,0.059722974,0.062884011,0.026299013,0.107156372,0.082822122,0.06629664,0.1463667,0.02587206,0.115003422,0.050353678,0.057481638,0.228857642
0.031357689,0.080861831,0.103180992,0.143286081,0.125476317,0.204224997,0.156666211,0.133680931,0.092508976,0.105983444,0.115930319,1,0.24318094,0.029793357,0.086110344,0.07098924,0.023064026,0.076846324,0.249565477,0.190154237,0.026253399,0.210392438,0.084691287,0.217206797,0.104843805,0.025207799,0.156111681
0.043548868,0.075115084,0.09216614,0.107183464,0.076350671,0.217804164,0.1270986,0.128987107,0.068465032,0.096521916,0.203080841,0.24318094,1,0.038431427,0.088956408,0.065710812,0.031299641,0.071610478,0.184934777,0.143300627,0.013009652,0.224533462,0.067550503,0.201993125,0.089612531,0.038238316,0.161973412
0.116329198,0.060103271,0.028015118,0.032936522,0.022598333,0.020320443,0.089568849,0.015896201,0.015006418,0.038646803,0.099011784,0.029793357,0.038431427,1,0.064273434,0.007067416,0.48785093,0.062840323,0.034767904,0.077888641,0.128061119,0.030220595,0.026556897,0.025076468,0.006280695,0.069125464,0.038060204
